era,book_id,chap_num,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
classical/romantic gothic,41445,10,5.405405501755485e-05,5.405405522916272e-05,0.2866530450022172,5.4054054630356704e-05,5.405405547065783e-05,0.05246198231206189,0.04295908172944237,5.405405517830512e-05,5.405405405410221e-05,5.405405463448971e-05,0.3252740763982553,0.0633150067617417,5.405405523134237e-05,0.1087824567508834,5.405405405410221e-05,5.405405510142326e-05,5.405405518778548e-05,0.11985164833118098,5.4054054948915224e-05,5.40540554790396e-05
classical/romantic gothic,41445,11,7.575757642109345e-05,7.57575766485011e-05,0.9985606060472132,7.575757641486114e-05,7.575757651108567e-05,7.575757653588852e-05,7.575757654613318e-05,7.575757649591494e-05,7.575757575759075e-05,7.575757645515526e-05,7.575757659025445e-05,7.57575766173198e-05,7.575757658963942e-05,7.575757672762655e-05,7.575757575759075e-05,7.575757653950894e-05,7.575757677995263e-05,7.57575765806672e-05,7.575757645345711e-05,7.575757636460519e-05
classical/romantic gothic,41445,12,8.223684415199078e-05,0.17419309358646184,0.21915643299478765,8.223684298555455e-05,8.2236844142249e-05,8.223684435009157e-05,8.223684401281324e-05,0.03484648509677615,8.22368421053378e-05,8.223684389729798e-05,0.0609959908246531,0.07416890001751984,8.223684496979746e-05,8.223684417532837e-05,8.22368421053378e-05,8.223684400181015e-05,0.22917215533800933,0.2063978631731395,8.223684408336026e-05,8.223684367156065e-05
classical/romantic gothic,41445,13,9.345794527056412e-05,9.345794587410743e-05,0.07656562983528849,9.345794448522692e-05,9.345794548975143e-05,9.345794567378091e-05,9.345794550785431e-05,9.345794542319115e-05,9.345794392528625e-05,9.345794508524419e-05,9.345794551982888e-05,9.345794556570753e-05,9.345794534061166e-05,9.34579454485705e-05,9.345794392528625e-05,9.34579458605515e-05,0.5443829335347855,9.345794629870331e-05,0.3774626515601412,9.345794509048632e-05
classical/romantic gothic,41445,14,5.518763904564268e-05,0.1733037098480887,0.16164539048035248,5.518763894950913e-05,5.518763939109319e-05,0.069093409076293,5.5187639265113953e-05,5.518763913473273e-05,5.518763796914002e-05,5.518763868053525e-05,0.08633216552061623,5.518763932333795e-05,5.518763939066082e-05,5.518763940559013e-05,5.518763796914002e-05,5.518763919426414e-05,0.3489440365783535,0.1599086615501272,5.518763923904413e-05,5.51876392109531e-05
classical/romantic gothic,41445,15,5.149330696398578e-05,5.149330709299594e-05,0.11949826130759261,5.149330639535395e-05,5.1493306864737576e-05,5.149330702198329e-05,0.05022679629668308,5.149330715550188e-05,5.1493305870281e-05,5.149330686032208e-05,0.20360474733114042,0.08709143830971748,5.149330677796688e-05,0.015419233316276551,5.1493305870281e-05,5.1493306757897e-05,0.3281293078739029,0.19536080257784402,5.1493306633541105e-05,5.14933065781313e-05
classical/romantic gothic,41445,16,8.445946098688029e-05,8.445946094941705e-05,8.445946078614489e-05,8.445946022166575e-05,8.44594611353653e-05,8.445946072276732e-05,8.445946064483402e-05,8.445946104321681e-05,8.44594594595033e-05,8.445946051112084e-05,0.2785429362145066,8.445946100867968e-05,8.445946089858981e-05,8.445946115001021e-05,8.44594594595033e-05,8.445946104050071e-05,0.7199367934720842,8.445948220744543e-05,8.445946037113784e-05,8.445946081255333e-05
classical/romantic gothic,41445,17,6.060606150018152e-05,6.0606061973467674e-05,6.06060617067429e-05,6.0606061145395674e-05,6.060606189178779e-05,6.060606187429677e-05,6.060606163387009e-05,6.0606061709656715e-05,6.0606060606099677e-05,6.060606137691548e-05,6.0606062267723084e-05,0.2273923221912248,6.060606158079812e-05,6.0606061693852936e-05,6.0606060606099677e-05,6.060606175014834e-05,0.77151676870024,6.060606189109524e-05,6.060606178906651e-05,6.060606153806728e-05
classical/romantic gothic,41445,18,0.0038271086431779975,0.1270947954352807,0.03456377873568025,6.934812841607732e-05,6.93481293540861e-05,6.934812932148049e-05,6.934812917532914e-05,6.934812887844657e-05,6.93481276006129e-05,6.934812878803104e-05,0.18924483973302123,0.07877039154687664,0.06699340837529635,6.934812936586756e-05,6.93481276006129e-05,6.93481291935199e-05,0.4986041518559237,6.934812938035064e-05,6.934812873786217e-05,6.934812893085918e-05
classical/romantic gothic,41445,19,4.990020030764813e-05,4.99002002729633e-05,4.9900200294426166e-05,4.990020003007589e-05,4.990020029852231e-05,4.990020027817526e-05,4.990020025469476e-05,4.990020024897852e-05,4.990019960081393e-05,4.990020008107045e-05,0.9990518961959772,4.990020029824964e-05,4.990020027470543e-05,4.9900200367981586e-05,4.990019960081393e-05,4.9900200310835695e-05,4.9900200686535607e-05,4.990020039046759e-05,4.9900200126286934e-05,4.990020029958784e-05
