term_str,n,n_chars,p,i,max_pos,max_pos_group,stop,stem_porter,df,idf,dfidf,tfidf_mean,ngram_length
busy,28,4,4.350041636112803e-05,14.488611264756827,JJ,JJ,0,busi,20,2.643856189774725,52.8771237954945,0.5148085047065188,3
but,4234,3,0.006577884388322002,7.248160632806842,CC,CC,1,but,125,0.0,0.0,0.0,3
butcher,3,7,4.660758895835146e-06,17.711003686093274,NN,NN,0,butcher,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
butchery,1,8,1.5535862986117152e-06,19.295966186814432,NN,NN,0,butcheri,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
buti,1,4,1.5535862986117152e-06,19.295966186814432,NN,NN,0,buti,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
butler,14,6,2.1750208180564015e-05,15.488611264756827,NN,NN,0,butler,5,4.643856189774724,23.21928094887362,0.3098325124615081,3
butt,3,4,4.660758895835146e-06,17.711003686093274,NN,NN,0,butt,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
butter,2,6,3.1071725972234305e-06,18.295966186814432,NN,NN,0,butter,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
buttercups,1,10,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,buttercup,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
buttered,1,8,1.5535862986117152e-06,19.295966186814432,VBN,VB,0,butter,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
butterflies,2,11,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,butterfli,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
butterfly,3,9,4.660758895835146e-06,17.711003686093274,NN,NN,0,butterfli,2,5.965784284662087,11.931568569324174,0.12337062930594464,3
butthey,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,butthey,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
buttons,2,7,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,button,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
buttressed,1,10,1.5535862986117152e-06,19.295966186814432,VBN,VB,0,buttress,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
buttresses,2,10,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,buttress,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
buy,15,3,2.330379447917573e-05,15.389075591205913,VB,VB,0,buy,11,3.5063526660247897,38.569879326272684,0.3694272131212303,3
buying,2,6,3.1071725972234305e-06,18.295966186814432,NN,VB,0,buy,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
buys,1,4,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,buy,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
buzz,2,4,3.1071725972234305e-06,18.295966186814432,NN,NN,0,buzz,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
buzzed,2,6,3.1071725972234305e-06,18.295966186814432,VBN,VB,0,buzz,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
buzzing,6,7,9.321517791670291e-06,16.711003686093274,NN,NN,0,buzz,5,4.643856189774724,23.21928094887362,0.2074861014290693,3
by,2773,2,0.004308094806050287,7.858734285774952,IN,IN,1,by,124,0.011587974275211825,1.4369088101262664,0.04724085047701682,3
bye,25,3,3.883965746529288e-05,14.652109997039707,NN,NN,0,bye,16,2.965784284662087,47.45254855459339,0.48619532701358936,3
bygone,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,bygon,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
byron,5,5,7.767931493058577e-06,16.974038091927067,NNP,NN,0,byron,2,5.965784284662087,11.931568569324174,0.15854325138605194,3
bysshe,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,byssh,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
bystander,1,9,1.5535862986117152e-06,19.295966186814432,NN,NN,0,bystand,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
bystanders,2,10,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,bystand,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
byway,1,5,1.5535862986117152e-06,19.295966186814432,NN,NN,0,byway,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
bâton,1,5,1.5535862986117152e-06,19.295966186814432,NN,NN,0,bâton,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
c,10,1,1.5535862986117154e-05,15.974038091927069,NN,NN,0,c,7,4.158429362604483,29.109005538231383,0.2912526500423647,3
c2hcl3o,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,c2hcl3o,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
ca,23,2,3.573248486806945e-05,14.772404230757418,MD,MD,0,ca,15,3.0588936890535687,45.88340533580353,0.47326836096853137,3
cab,16,3,2.4857380777787444e-05,15.29596618681443,NN,NN,0,cab,11,3.5063526660247897,38.569879326272684,0.3810693558580033,3
cabal,7,5,1.0875104090282007e-05,16.488611264756827,NN,NN,0,cabal,2,5.965784284662087,11.931568569324174,0.20626952566334864,3
cabbins,1,7,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,cabbin,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cabin,19,5,2.951813967362259e-05,15.048038673370845,NN,NN,0,cabin,12,3.380821783940931,40.56986140729117,0.42611573496682387,3
cabinet,28,7,4.350041636112803e-05,14.488611264756827,NN,NN,0,cabinet,7,4.158429362604483,29.109005538231383,0.4186694207222016,3
cabineta,1,8,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cabineta,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cabinets,3,8,4.660758895835146e-06,17.711003686093274,NNS,NN,0,cabinet,2,5.965784284662087,11.931568569324174,0.12337062930594464,3
cabinwindow,1,11,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cabinwindow,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cabman,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cabman,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cabmen,1,6,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,cabmen,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cabriole,1,8,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cabriol,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cabs,1,4,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,cab,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cackled,1,7,1.5535862986117152e-06,19.295966186814432,VBN,VB,0,cackl,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cad,4,3,6.214345194446861e-06,17.295966186814432,NN,NN,0,cad,2,5.965784284662087,11.931568569324174,0.1431788228318901,3
cadaverous,1,10,1.5535862986117152e-06,19.295966186814432,JJ,JJ,0,cadaver,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cadence,2,7,3.1071725972234305e-06,18.295966186814432,NN,NN,0,cadenc,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
cafe,1,4,1.5535862986117152e-06,19.295966186814432,NNP,NN,0,cafe,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
caffin,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,caffin,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
caffyn,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,caffyn,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cafés,2,5,3.1071725972234305e-06,18.295966186814432,NN,NN,0,café,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
cage,4,4,6.214345194446861e-06,17.295966186814432,NN,NN,0,cage,2,5.965784284662087,11.931568569324174,0.1431788228318901,3
caged,4,5,6.214345194446861e-06,17.295966186814432,VBN,VB,0,cage,3,5.380821783940931,16.142465351822793,0.15432035454793402,3
cages,1,5,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,cage,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cain,1,4,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cain,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cake,4,4,6.214345194446861e-06,17.295966186814432,NN,NN,0,cake,4,4.965784284662087,19.863137138648348,0.1589050971091868,3
calais,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,calai,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calamities,4,10,6.214345194446861e-06,17.295966186814432,NNS,NN,0,calam,3,5.380821783940931,16.142465351822793,0.15432035454793402,3
calamitous,2,10,3.1071725972234305e-06,18.295966186814432,JJ,JJ,0,calamit,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
calamity,6,8,9.321517791670291e-06,16.711003686093274,NN,NN,0,calam,6,4.380821783940931,26.284930703645585,0.21027944562916467,3
calamitybut,1,11,1.5535862986117152e-06,19.295966186814432,NN,NN,0,calamitybut,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calcined,1,8,1.5535862986117152e-06,19.295966186814432,VBN,VB,0,calcin,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calculate,1,9,1.5535862986117152e-06,19.295966186814432,VB,VB,0,calcul,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calculated,13,10,2.0196621881952297e-05,15.59552646867334,VBN,VB,0,calcul,12,3.380821783940931,40.56986140729117,0.3403801229801426,3
calculating,2,11,3.1071725972234305e-06,18.295966186814432,VBG,VB,0,calcul,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
calculation,3,11,4.660758895835146e-06,17.711003686093274,NN,NN,0,calcul,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
calculations,3,12,4.660758895835146e-06,17.711003686093274,NNS,NN,0,calcul,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
calendar,2,8,3.1071725972234305e-06,18.295966186814432,NN,NN,0,calendar,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
calf,3,4,4.660758895835146e-06,17.711003686093274,NN,NN,0,calf,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
calfs,1,5,1.5535862986117152e-06,19.295966186814432,NN,NN,0,calf,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calico,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,calico,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
california,1,10,1.5535862986117152e-06,19.295966186814432,NNP,NN,0,california,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
call,171,4,0.0002656632570626033,11.878113671928533,NN,NN,0,call,71,0.8160371651574051,57.93863872617576,0.7150459519981023,3
callboy,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,callboy,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
callboys,1,8,1.5535862986117152e-06,19.295966186814432,JJ,JJ,0,callboy,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
called,257,6,0.0003992716787432108,11.290341637620553,VBN,VB,0,call,86,0.539519529959989,46.398679576559054,0.6119012551900335,3
callin,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,callin,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calling,46,7,7.14649697361389e-05,13.772404230757418,VBG,VB,0,call,29,2.107803289534515,61.126295396500936,0.6112079925472649,3
callosity,1,9,1.5535862986117152e-06,19.295966186814432,NN,NN,0,callos,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
callous,6,7,9.321517791670291e-06,16.711003686093274,JJ,JJ,0,callou,6,4.380821783940931,26.284930703645585,0.21027944562916467,3
callousness,1,11,1.5535862986117152e-06,19.295966186814432,NN,NN,0,callous,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calls,21,5,3.262531227084602e-05,14.90364876403567,NNS,NN,0,call,15,3.0588936890535687,45.88340533580353,0.4382021970678368,3
calm,66,4,0.0001025366957083732,13.251572067455978,NN,NN,0,calm,45,1.4739311883324122,66.32690347495856,0.654272806454702,3
calmed,11,6,1.708944928472887e-05,15.836534568177134,VBD,VB,0,calm,8,3.965784284662087,31.726274277296696,0.304095149235483,3
calmer,4,6,6.214345194446861e-06,17.295966186814432,NN,NN,0,calmer,4,4.965784284662087,19.863137138648348,0.1589050971091868,3
calmet,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,calmet,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calming,1,7,1.5535862986117152e-06,19.295966186814432,VBG,VB,0,calm,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calmly,26,6,4.0393243763904594e-05,14.59552646867334,NN,NN,0,calmli,21,2.5734668618833267,54.04280409954986,0.48364404374108494,3
calmness,24,8,3.7286071166681165e-05,14.711003686093274,NN,NN,0,calm,12,3.380821783940931,40.56986140729117,0.4339458971908866,3
calms,1,5,1.5535862986117152e-06,19.295966186814432,NN,NN,0,calm,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calumnies,1,9,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,calumni,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calumny,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,calumni,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calvary,1,7,1.5535862986117152e-06,19.295966186814432,JJ,JJ,0,calvari,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
calèche,7,7,1.0875104090282007e-05,16.488611264756827,NN,NN,0,calèch,2,5.965784284662087,11.931568569324174,0.1817108652811368,3
came,771,4,0.0011978150362296324,9.705379136899397,VBD,VB,0,came,109,0.1975999598851607,21.538395627482515,0.4482517462228661,3
camebut,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,camebut,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
camera,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,camera,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
camest,4,6,6.214345194446861e-06,17.295966186814432,NN,NN,0,camest,4,4.965784284662087,19.863137138648348,0.1589050971091868,3
camp,5,4,7.767931493058577e-06,16.974038091927067,NN,NN,0,camp,4,4.965784284662087,19.863137138648348,0.1821434778547688,3
campaign,4,8,6.214345194446861e-06,17.295966186814432,NN,NN,0,campaign,3,5.380821783940931,16.142465351822793,0.15432035454793402,3
camping,2,7,3.1071725972234305e-06,18.295966186814432,NNP,VB,0,camp,1,6.965784284662087,6.965784284662087,0.0883240550344172,3
can,1184,3,0.001839446177556271,9.086512821185481,MD,MD,1,can,117,0.09541956507868249,11.16408911420585,0.26142926450236603,3
canaries,1,8,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,canari,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cancel,1,6,1.5535862986117152e-06,19.295966186814432,VB,VB,0,cancel,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cancelled,1,9,1.5535862986117152e-06,19.295966186814432,VBN,VB,0,cancel,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cancelling,1,10,1.5535862986117152e-06,19.295966186814432,VBG,VB,0,cancel,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cancer,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cancer,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
candelabra,1,10,1.5535862986117152e-06,19.295966186814432,NN,NN,0,candelabra,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
candid,4,6,6.214345194446861e-06,17.295966186814432,NN,NN,0,candid,4,4.965784284662087,19.863137138648348,0.1589050971091868,3
candidates,2,10,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,candid,1,6.965784284662087,6.965784284662087,0.0883240550344172,3
candies,1,7,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,candi,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
candle,29,6,4.5054002659739744e-05,14.43798519168686,NN,NN,0,candl,12,3.380821783940931,40.56986140729117,0.5336875318164194,3
candleend,1,9,1.5535862986117152e-06,19.295966186814432,NN,NN,0,candleend,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
candlelight,3,11,4.660758895835146e-06,17.711003686093274,NN,NN,0,candlelight,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
candles,11,7,1.708944928472887e-05,15.836534568177134,NNS,NN,0,candl,10,3.643856189774725,36.43856189774725,0.30856064901428903,3
candlestick,1,11,1.5535862986117152e-06,19.295966186814432,NN,NN,0,candlestick,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
candlesticks,2,12,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,candlestick,1,6.965784284662087,6.965784284662087,0.0883240550344172,3
candour,9,7,1.3982276687505438e-05,16.12604118537212,NN,NN,0,candour,8,3.965784284662087,31.726274277296696,0.2723688749581863,3
candy,6,5,9.321517791670291e-06,16.711003686093274,NN,NN,0,candi,2,5.965784284662087,11.931568569324174,0.17109690358324134,3
cane,6,4,9.321517791670291e-06,16.711003686093274,NN,NN,0,cane,4,4.965784284662087,19.863137138648348,0.2053818586003508,3
canine,4,6,6.214345194446861e-06,17.295966186814432,NN,NN,0,canin,4,4.965784284662087,19.863137138648348,0.1589050971091868,3
canniness,1,9,1.5535862986117152e-06,19.295966186814432,NN,NN,0,canni,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cannisters,1,10,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,cannist,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cannon,1,6,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cannon,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cannot,237,6,0.0003681999527709765,11.407222937916172,NN,NN,0,cannot,58,1.1078032895345151,64.25259079300187,1.0193048662906319,3
cannotcannot,1,12,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cannotcannot,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canny,1,5,1.5535862986117152e-06,19.295966186814432,NN,NN,0,canni,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canon,1,5,1.5535862986117152e-06,19.295966186814432,NN,NN,0,canon,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canopied,1,8,1.5535862986117152e-06,19.295966186814432,VBD,VB,0,canopi,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canopy,5,6,7.767931493058577e-06,16.974038091927067,NN,NN,0,canopi,4,4.965784284662087,19.863137138648348,0.18214347785476878,3
canopying,1,9,1.5535862986117152e-06,19.295966186814432,VBG,VB,0,canopi,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canst,12,5,1.8643035583340583e-05,15.711003686093274,NN,NN,0,canst,5,4.643856189774724,23.21928094887362,0.30983251246150817,3
cant,3,4,4.660758895835146e-06,17.711003686093274,NN,NN,0,cant,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
canterbury,1,10,1.5535862986117152e-06,19.295966186814432,NN,NN,0,canterburi,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canterville,1,11,1.5535862986117152e-06,19.295966186814432,NNP,NN,0,cantervil,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canting,1,7,1.5535862986117152e-06,19.295966186814432,VBG,VB,0,cant,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canto,2,5,3.1071725972234305e-06,18.295966186814432,NN,NN,0,canto,1,6.965784284662087,6.965784284662087,0.0883240550344172,3
canvas,6,6,9.321517791670291e-06,16.711003686093274,NN,NN,0,canva,4,4.965784284662087,19.863137138648348,0.19863137138648346,3
canvass,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,canvass,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
canvassed,1,9,1.5535862986117152e-06,19.295966186814432,VBN,VB,0,canvass,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cap,12,3,1.8643035583340583e-05,15.711003686093274,NN,NN,0,cap,8,3.965784284662087,31.726274277296696,0.314308728271447,3
capa,1,4,1.5535862986117152e-06,19.295966186814432,NN,NN,0,capa,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
capability,1,10,1.5535862986117152e-06,19.295966186814432,NN,NN,0,capabl,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
capable,32,7,4.971476155557489e-05,14.29596618681443,JJ,JJ,0,capabl,26,2.265344566520995,58.89895872954587,0.5269520497960961,3
capacious,2,9,3.1071725972234305e-06,18.295966186814432,JJ,JJ,0,capaci,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
capacities,2,10,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,capac,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
capacity,4,8,6.214345194446861e-06,17.295966186814432,NN,NN,0,capac,3,5.380821783940931,16.142465351822793,0.15432035454793402,3
caparisons,1,10,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,caparison,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cape,2,4,3.1071725972234305e-06,18.295966186814432,NN,NN,0,cape,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
caper,1,5,1.5535862986117152e-06,19.295966186814432,JJR,JJ,0,caper,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
capers,1,6,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,caper,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
capital,7,7,1.0875104090282007e-05,16.488611264756827,NN,NN,0,capit,6,4.380821783940931,26.284930703645585,0.2307803773567471,3
capitals,2,8,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,capit,1,6.965784284662087,6.965784284662087,0.0883240550344172,3
caprice,4,7,6.214345194446861e-06,17.295966186814432,NN,NN,0,capric,4,4.965784284662087,19.863137138648348,0.1589050971091868,3
capricious,5,10,7.767931493058577e-06,16.974038091927067,JJ,JJ,0,caprici,5,4.643856189774724,23.21928094887362,0.18575424759098896,3
capstan,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,capstan,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
captain,27,7,4.1946830062516315e-05,14.541078684650962,NN,NN,0,captain,8,3.965784284662087,31.726274277296696,0.45096738709154793,3
captains,2,8,3.1071725972234305e-06,18.295966186814432,NNS,NN,0,captain,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
captivated,1,10,1.5535862986117152e-06,19.295966186814432,VBN,VB,0,captiv,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
captivating,3,11,4.660758895835146e-06,17.711003686093274,VBG,VB,0,captiv,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
captive,4,7,6.214345194446861e-06,17.295966186814432,NN,NN,0,captiv,4,4.965784284662087,19.863137138648348,0.1589050971091868,3
captives,1,8,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,captiv,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
captivity,6,9,9.321517791670291e-06,16.711003686093274,NN,NN,0,captiv,4,4.965784284662087,19.863137138648348,0.20538185860035083,3
capture,4,7,6.214345194446861e-06,17.295966186814432,NN,NN,0,captur,4,4.965784284662087,19.863137138648348,0.1589050971091868,3
captured,1,8,1.5535862986117152e-06,19.295966186814432,VBD,VB,0,captur,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
capucines,2,9,3.1071725972234305e-06,18.295966186814432,NNP,NN,0,capucin,1,6.965784284662087,6.965784284662087,0.0883240550344172,3
car,73,3,0.00011341179979865522,13.106141627934413,NN,NN,0,car,5,4.643856189774724,23.21928094887362,0.5788285927973695,3
caractacus,1,10,1.5535862986117152e-06,19.295966186814432,NN,NN,0,caractacu,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
caradoc,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,caradoc,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
carafe,2,6,3.1071725972234305e-06,18.295966186814432,NN,NN,0,caraf,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
caravans,1,8,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,caravan,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
carbuncles,1,10,1.5535862986117152e-06,19.295966186814432,NN,NN,0,carbuncl,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
carcase,1,7,1.5535862986117152e-06,19.295966186814432,NN,NN,0,carcas,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
card,5,4,7.767931493058577e-06,16.974038091927067,NN,NN,0,card,5,4.643856189774724,23.21928094887362,0.18575424759098896,3
cardboard,1,9,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cardboard,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cardinal,1,8,1.5535862986117152e-06,19.295966186814432,NN,NN,0,cardin,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
cardoza,3,7,4.660758895835146e-06,17.711003686093274,NN,NN,0,cardoza,1,6.965784284662087,6.965784284662087,0.1114525485545934,3
cards,6,5,9.321517791670291e-06,16.711003686093274,NNS,NN,0,card,2,5.965784284662087,11.931568569324174,0.17109690358324134,3
cardtricks,1,10,1.5535862986117152e-06,19.295966186814432,NNS,NN,0,cardtrick,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
care,170,4,0.0002641096707639916,11.88657525067673,NN,NN,0,care,78,0.6803820657998387,53.06980113238742,0.6343213385202479,3
cared,14,5,2.1750208180564015e-05,15.488611264756827,VBN,VB,0,care,11,3.5063526660247897,38.569879326272684,0.353018534529805,3
career,9,6,1.3982276687505438e-05,16.12604118537212,NN,NN,0,career,8,3.965784284662087,31.726274277296696,0.2723688749581863,3
carefree,2,8,3.1071725972234305e-06,18.295966186814432,VB,VB,0,carefre,1,6.965784284662087,6.965784284662087,0.0883240550344172,3
careful,39,7,6.0589865645856895e-05,14.010563967952182,NN,NN,0,care,25,2.321928094887362,58.04820237218406,0.6021533327924705,3
carefully,51,9,7.923290122919747e-05,13.623540844842935,RB,RB,0,care,31,2.0115879742752116,62.359227202531564,0.6625616088193238,3
careless,7,8,1.0875104090282007e-05,16.488611264756827,NN,NN,0,careless,7,4.158429362604483,29.109005538231383,0.23287204430585107,3
carelessly,7,10,1.0875104090282007e-05,16.488611264756827,RB,RB,0,carelessli,7,4.158429362604483,29.109005538231383,0.23287204430585107,3
carelessness,3,12,4.660758895835146e-06,17.711003686093274,NN,NN,0,careless,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
cares,13,5,2.0196621881952297e-05,15.59552646867334,NNS,NN,0,care,11,3.5063526660247897,38.569879326272684,0.3413763917930319,3
caress,2,6,3.1071725972234305e-06,18.295966186814432,NN,NN,0,caress,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
caressed,3,8,4.660758895835146e-06,17.711003686093274,VBN,VB,0,caress,2,5.965784284662087,11.931568569324174,0.12337062930594464,3
caresses,6,8,9.321517791670291e-06,16.711003686093274,NNS,NN,0,caress,4,4.965784284662087,19.863137138648348,0.20538185860035083,3
caressing,1,9,1.5535862986117152e-06,19.295966186814432,VBG,VB,0,caress,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
caressingly,2,11,3.1071725972234305e-06,18.295966186814432,RB,VB,0,caressingli,2,5.965784284662087,11.931568569324174,0.0954525485545934,3
caretaker,3,9,4.660758895835146e-06,17.711003686093274,NN,NN,0,caretak,1,6.965784284662087,6.965784284662087,0.1114525485545934,3
carethere,1,9,1.5535862986117152e-06,19.295966186814432,RB,RB,0,carether,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
carew,3,5,4.660758895835146e-06,17.711003686093274,NN,NN,0,carew,3,5.380821783940931,16.142465351822793,0.12913972281458233,3
careworn,1,8,1.5535862986117152e-06,19.295966186814432,JJ,JJ,0,careworn,1,6.965784284662087,6.965784284662087,0.0557262742772967,3
carfax,24,6,3.7286071166681165e-05,14.711003686093274,NN,NN,0,carfax,10,3.643856189774725,36.43856189774725,0.4857049860337551,3
cargo,5,5,7.767931493058577e-06,16.974038091927067,NN,NN,0,cargo,3,5.380821783940931,16.142465351822793,0.1721862970861098,3
